pl_name,mass,radius,orbital_period,tsm,observation_type,reference,molecules,hostname,ra,dec,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument
TrES-3 b,1.91,1.305,1.30618608,92.776,"""Spitzer""",2408.13308,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""Spitzer""",2408.13308,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""Spitzer""",2408.13308,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""Spitzer""",2408.13308,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""Spitzer""",2408.13308,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""Spitzer""",2408.13308,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]""",TrES-3,268.0291106,37.5463268,1.0,1.0,Transit,2007.0,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,Jul-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",TrES-4,268.3043361,37.2117397,2.0,1.0,Transit,2007.0,<a refstr=MANDUSHEV_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...667L.195M/abstract target=ref> Mandushev et al. 2007 </a>,Oct-07,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
TYC 8998-760-1 b,14.0,3.0,,,"""G-B: High resolution IR""",2107.06297,"""{""Isotopic fractions"":""Detection""}""",TYC 8998-760-1,201.3001096,-64.9391566,1.0,2.0,Imaging,2020.0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,Feb-20,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE
TYC 8998-760-1 b,14.0,3.0,,,"""G-B: High resolution IR""",2107.06297,"""{""Isotopic fractions"":""Detection""}""",TYC 8998-760-1,201.3001096,-64.9391566,1.0,2.0,Imaging,2020.0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,Feb-20,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}""",ups And,24.1983534,41.4038147,2.0,3.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}""",ups And,24.1983534,41.4038147,2.0,3.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}""",ups And,24.1983534,41.4038147,2.0,3.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}""",ups And,24.1983534,41.4038147,2.0,3.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}""",ups And,24.1983534,41.4038147,2.0,3.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}""",ups And,24.1983534,41.4038147,2.0,3.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}""",ups And,24.1983534,41.4038147,2.0,3.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
V 1298 Tau b,2.2,0.8217,24.1382,,"""G-B: High resolution IR""",2108.05358,"""{""He"":""No detection""}""",,,,,,,,,,,,,
V 1298 Tau b,2.2,0.8217,24.1382,,"""G-B: High resolution IR""",2110.10689,"""{""He"":""No detection""}""",,,,,,,,,,,,,
V 1298 Tau b,2.2,0.8217,24.1382,,"""HST WFC3""",2312.16924,"""{""H2O"":""Detection""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution IR""",2108.05358,"""{""He"":""No detection""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution visible""",2108.08851,"""{""H"":""No detection""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution visible""",2107.01213,"""{""H"":""Upper limit""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution visible""",2404.16732,"""{""H"":""Upper limit""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""HST-COS""","""2024RNAAS...8...86F""","""{""C+"":""Upper limit"" ""Si+"":""Upper limit""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution IR""",2405.17294,"""{""He"":""Upper limit""}""",,,,,,,,,,,,,
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""HST WFC3""",2407.14995,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",,,,,,,,,,,,,
V 1298 Tau d,0.11813739227052,0.5246,12.403,,"""G-B: High resolution IR""",2108.05358,"""{""He"":""Upper limit""}""",,,,,,,,,,,,,
VHS 1256-1257 b,19.0,12.201629527736,,,"""JWST-MIRI""",2209.00620,"""{""CH4"":""Detection"" ""Na"":""Detection"" ""H2O"":""Detection"" ""K"":""Detection"" ""Si"":""Detection""}""",,,,,,,,,,,,,
VHS 1256-1257 b,19.0,12.201629527736,,,"""JWST-NIRSpec""",2311.05349,"""{""Isotopic fractions"":""Detection"" ""CO"":""Detection""}""",,,,,,,,,,,,,
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}""",WASP-10,348.9930457,31.4627508,1.0,1.0,Transit,2008.0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,Feb-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
